ROS Processes Log
iteration: 295 ; CPU: 2.66% ; MEM: 356.86 MB
iteration: 296 ; CPU: 2.50% ; MEM: 356.86 MB
iteration: 297 ; CPU: 2.50% ; MEM: 356.86 MB
iteration: 298 ; CPU: 2.50% ; MEM: 356.86 MB
iteration: 299 ; CPU: 2.50% ; MEM: 356.86 MB
iteration: 300 ; CPU: 2.50% ; MEM: 356.86 MB
iteration: 301 ; CPU: 2.50% ; MEM: 356.86 MB
iteration: 302 ; CPU: 2.50% ; MEM: 356.86 MB
iteration: 303 ; CPU: 2.50% ; MEM: 356.93 MB
iteration: 304 ; CPU: 2.50% ; MEM: 356.93 MB
iteration: 305 ; CPU: 2.50% ; MEM: 356.93 MB
iteration: 306 ; CPU: 2.50% ; MEM: 357.01 MB
iteration: 307 ; CPU: 2.50% ; MEM: 357.01 MB
iteration: 308 ; CPU: 2.50% ; MEM: 357.01 MB
iteration: 309 ; CPU: 2.50% ; MEM: 357.01 MB
iteration: 310 ; CPU: 2.50% ; MEM: 357.01 MB
iteration: 311 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 312 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 313 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 314 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 315 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 316 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 317 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 318 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 319 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 320 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 321 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 322 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 323 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 324 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 325 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 326 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 327 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 328 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 329 ; CPU: 2.50% ; MEM: 357.27 MB
iteration: 330 ; CPU: 2.33% ; MEM: 357.27 MB
iteration: 331 ; CPU: 2.33% ; MEM: 357.27 MB
iteration: 332 ; CPU: 2.33% ; MEM: 357.27 MB
iteration: 333 ; CPU: 2.33% ; MEM: 357.39 MB
iteration: 334 ; CPU: 2.33% ; MEM: 357.39 MB
iteration: 335 ; CPU: 2.50% ; MEM: 357.39 MB
iteration: 336 ; CPU: 2.50% ; MEM: 357.39 MB
iteration: 337 ; CPU: 2.33% ; MEM: 357.39 MB
iteration: 338 ; CPU: 2.33% ; MEM: 357.39 MB
iteration: 339 ; CPU: 2.33% ; MEM: 357.39 MB
iteration: 340 ; CPU: 2.33% ; MEM: 357.39 MB
iteration: 341 ; CPU: 2.33% ; MEM: 357.64 MB
iteration: 342 ; CPU: 2.33% ; MEM: 357.64 MB
iteration: 343 ; CPU: 2.33% ; MEM: 357.64 MB
iteration: 344 ; CPU: 2.33% ; MEM: 357.64 MB
iteration: 345 ; CPU: 2.33% ; MEM: 357.64 MB
iteration: 346 ; CPU: 2.33% ; MEM: 357.64 MB
iteration: 347 ; CPU: 2.33% ; MEM: 357.64 MB
iteration: 348 ; CPU: 2.33% ; MEM: 357.73 MB
iteration: 349 ; CPU: 2.33% ; MEM: 357.73 MB
iteration: 350 ; CPU: 2.33% ; MEM: 357.77 MB
iteration: 351 ; CPU: 2.33% ; MEM: 357.77 MB
iteration: 352 ; CPU: 2.33% ; MEM: 357.81 MB
iteration: 353 ; CPU: 2.33% ; MEM: 357.83 MB
iteration: 354 ; CPU: 2.33% ; MEM: 357.83 MB
iteration: 355 ; CPU: 2.33% ; MEM: 357.91 MB
iteration: 356 ; CPU: 2.33% ; MEM: 357.91 MB
iteration: 357 ; CPU: 2.33% ; MEM: 357.91 MB
iteration: 358 ; CPU: 2.33% ; MEM: 357.91 MB
iteration: 359 ; CPU: 2.33% ; MEM: 357.91 MB
iteration: 360 ; CPU: 2.33% ; MEM: 357.91 MB
iteration: 361 ; CPU: 2.33% ; MEM: 352.60 MB
iteration: 362 ; CPU: 2.33% ; MEM: 352.60 MB
iteration: 363 ; CPU: 2.33% ; MEM: 352.60 MB
iteration: 364 ; CPU: 2.33% ; MEM: 352.60 MB
iteration: 365 ; CPU: 2.16% ; MEM: 352.60 MB
iteration: 366 ; CPU: 2.16% ; MEM: 352.60 MB
iteration: 367 ; CPU: 2.16% ; MEM: 352.60 MB
iteration: 368 ; CPU: 2.16% ; MEM: 352.60 MB
iteration: 369 ; CPU: 2.16% ; MEM: 352.60 MB
iteration: 370 ; CPU: 2.16% ; MEM: 352.60 MB
iteration: 371 ; CPU: 2.16% ; MEM: 352.60 MB
iteration: 372 ; CPU: 2.16% ; MEM: 352.60 MB
iteration: 373 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 374 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 375 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 376 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 377 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 378 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 379 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 380 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 381 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 382 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 383 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 384 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 385 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 386 ; CPU: 2.16% ; MEM: 352.68 MB
iteration: 387 ; CPU: 2.16% ; MEM: 352.68 MB
